Date,Hour,Song Name
2024-06-28,14,First Love / Late Spring - Mitski
2024-06-28,14,Retrograde - James Blake
2024-06-28,15,Bad Guy - Billie Eilish
2024-06-28,15,Mr. Brightside - The Killers
2024-06-28,15,Happier Than Ever - Billie Eilish
2024-06-28,15,Peaches - Justin Bieber
2024-06-28,15,Mr. Brightside - The Killers
2024-06-28,16,Happier Than Ever - Billie Eilish
2024-06-28,16,Bohemian Rhapsody - Queen
2024-06-28,16,Seventeen Going Under - Sam Fender
2024-06-28,16,Sinking Feeling - Weyes Blood
2024-06-28,16,Drivers License - Olivia Rodrigo
2024-06-28,16,Shape of You - Ed Sheeran
2024-06-28,17,Angel - The 1975
2024-06-28,17,Peaches - Justin Bieber
2024-06-28,17,First Love / Late Spring - Mitski
2024-06-28,17,The Less I Know the Better - Tame Impala
2024-06-28,18,Blinding Lights - The Weeknd
2024-06-28,18,First Love / Late Spring - Mitski
2024-06-28,18,Kyoto - Phoebe Bridgers
2024-06-28,18,Blinding Lights - The Weeknd
2024-06-28,18,Kyoto - Phoebe Bridgers
2024-06-28,18,Shape of You - Ed Sheeran
2024-06-28,19,Levitating - Dua Lipa
2024-06-28,19,Mr. Brightside - The Killers
2024-06-28,19,Motion Sickness - Phoebe Bridgers
2024-06-28,19,Bad Guy - Billie Eilish
2024-06-28,19,The Less I Know the Better - Tame Impala
2024-06-28,20,Shape of You - Ed Sheeran
2024-06-28,20,Mr. Brightside - The Killers
2024-06-28,20,Motion Sickness - Phoebe Bridgers
2024-06-28,20,Shape of You - Ed Sheeran
2024-06-28,20,Motion Sickness - Phoebe Bridgers
2024-06-28,21,Rolling in the Deep - Adele
2024-06-28,21,Blinding Lights - The Weeknd
2024-06-28,21,Rolling in the Deep - Adele
2024-06-28,21,Levitating - Dua Lipa
2024-06-28,21,Rolling in the Deep - Adele
2024-06-28,21,Seventeen Going Under - Sam Fender
2024-06-28,22,Happier Than Ever - Billie Eilish
2024-06-28,22,Levitating - Dua Lipa
2024-06-28,22,Happier Than Ever - Billie Eilish
2024-06-28,22,Motion Sickness - Phoebe Bridgers
2024-06-28,22,Retrograde - James Blake
2024-06-28,23,Levitating - Dua Lipa
2024-06-28,23,Retrograde - James Blake
2024-06-28,23,Peaches - Justin Bieber
2024-06-28,23,Roslyn - Bon Iver & St. Vincent
2024-06-29,0,Motion Sickness - Phoebe Bridgers
2024-06-29,0,Happier Than Ever - Billie Eilish
2024-06-29,1,Roslyn - Bon Iver & St. Vincent
2024-06-29,1,Blinding Lights - The Weeknd
2024-06-29,1,Happier Than Ever - Billie Eilish
2024-06-29,1,Roslyn - Bon Iver & St. Vincent
2024-06-29,1,Roslyn - Bon Iver & St. Vincent
2024-06-29,1,Shape of You - Ed Sheeran
2024-06-29,1,Blinding Lights - The Weeknd
2024-06-29,1,Bad Guy - Billie Eilish
2024-06-29,2,Angel - The 1975
2024-06-29,2,First Love / Late Spring - Mitski
2024-06-29,2,Rolling in the Deep - Adele
2024-06-29,2,Drivers License - Olivia Rodrigo
2024-06-29,2,Drivers License - Olivia Rodrigo
2024-06-29,2,Kyoto - Phoebe Bridgers
2024-06-29,3,Levitating - Dua Lipa
2024-06-29,3,Seventeen Going Under - Sam Fender
2024-06-29,3,Bad Guy - Billie Eilish
2024-06-29,3,Happier Than Ever - Billie Eilish
2024-06-29,4,Motion Sickness - Phoebe Bridgers
2024-06-29,4,First Love / Late Spring - Mitski
2024-06-29,4,Sinking Feeling - Weyes Blood
2024-06-29,4,Roslyn - Bon Iver & St. Vincent
2024-06-29,5,First Love / Late Spring - Mitski
2024-06-29,5,Bad Guy - Billie Eilish
2024-06-29,5,The Less I Know the Better - Tame Impala
2024-06-29,5,Angel - The 1975
2024-06-29,6,Shape of You - Ed Sheeran
2024-06-29,6,Roslyn - Bon Iver & St. Vincen
2024-06-29,6,Bad Guy - Billie Eilish
2024-06-29,6,Peaches - Justin Bieber
2024-06-29,7,Bad Guy - Billie Eilish
2024-06-29,7,Retrograde - James Blake
2024-06-29,7,Bohemian Rhapsody - Queen
2024-06-29,7,Levitating - Dua Lipa
2024-06-29,8,The Less I Know the Better - Tame Impala
2024-06-29,8,Levitating - Dua Lipa
2024-06-29,8,Kyoto - Phoebe Bridgers
2024-06-29,8,Retrograde - James Blake
2024-06-29,8,Roslyn - Bon Iver & St. Vincent
2024-06-29,8,The Less I Know the Better - Tame Impala
2024-06-29,8,Levitating - Dua Lipa
2024-06-29,9,Angel - The 1975
2024-06-29,9,Peaches - Justin Bieber
2024-06-29,9,Angel - The 1975
2024-06-29,9,Shape of You - Ed Sheeran
2024-06-29,9,Happier Than Ever - Billie Eilish
2024-06-29,10,Rolling in the Deep - Adele
2024-06-29,10,Peaches - Justin Bieber
2024-06-29,10,Mr. Brightside - The Killers
2024-06-29,10,The Less I Know the Better - Tame Impala
2024-06-29,10,Bad Guy - Billie Eilish
2024-06-29,11,Mr. Brightside - The Killers
2024-06-29,11,Drivers License - Olivia Rodrigo
2024-06-29,11,Sinking Feeling - Weyes Blood
2024-06-29,12,Peaches - Justin Bieber
2024-06-29,12,Levitating - Dua Lipa
2024-06-29,12,Roslyn - Bon Iver & St. Vincent
2024-06-29,12,Peaches - Justin Bieber
2024-06-29,13,Drivers License - Olivia Rodrigo
2024-06-29,13,Mr. Brightside - The Killers
2024-06-29,13,Happier Than Ever - Billie Eilish
2024-06-29,14,Shape of You - Ed Sheeran
2024-06-29,14,Motion Sickness - Phoebe Bridgers
2024-06-29,14,The Less I Know the Better - Tame Impala
2024-06-29,14,Retrograde - James Blake
2024-06-29,14,Happier Than Ever - Billie Eilish
2024-06-29,14,Motion Sickness - Phoebe Bridgers
2024-06-29,14,Happier Than Ever - Billie Eilish
2024-06-29,15,Shape of You - Ed Sheeran
2024-06-29,15,Rolling in the Deep - Adele
2024-06-29,15,Bad Guy - Billie Eilish
2024-06-29,15,First Love / Late Spring - Mitski
2024-06-29,16,Angel - The 1975
2024-06-29,16,Seventeen Going Under - Sam Fender
2024-06-29,16,Blinding Lights - The Weeknd
2024-06-29,16,Bohemian Rhapsody - Queen
2024-06-29,16,Levitating - Dua Lipa
2024-06-29,17,Sinking Feeling - Weyes Blood
2024-06-29,17,First Love / Late Spring - Mitski
2024-06-29,17,Seventeen Going Under - Sam Fender
2024-06-29,17,Blinding Lights - The Weeknd
2024-06-29,17,Motion Sickness - Phoebe Bridgers
2024-06-29,17,Blinding Lights - The Weeknd
2024-06-29,17,Mr. Brightside - The Killers
2024-06-29,18,Retrograde - James Blake
2024-06-29,18,Angel - The 1975
2024-06-29,18,Drivers License - Olivia Rodrigo
2024-06-29,18,Sinking Feeling - Weyes Blood
2024-06-29,19,Shape of You - Ed Sheeran
2024-06-29,19,Bohemian Rhapsody - Queen
2024-06-29,19,Bohemian Rhapsody - Queen
2024-06-29,19,Levitating - Dua Lipa
2024-06-29,19,The Less I Know the Better - Tame Impala
2024-06-29,20,Bad Guy - Billie Eilish
2024-06-29,20,Motion Sickness - Phoebe Bridgers
2024-06-29,20,Bohemian Rhapsody - Queen
2024-06-29,20,Motion Sickness - Phoebe Bridgers
2024-06-29,21,Kyoto - Phoebe Bridgers
2024-06-29,21,The Less I Know the Better - Tame Impala
2024-06-29,22,Somebody That I Used to Know - Gotye
2024-06-29,22,First Love / Late Spring - Mitski
2024-06-29,22,Happier Than Ever - Billie Eilish
2024-06-29,22,Kyoto - Phoebe Bridgers
2024-06-29,22,Angel - The 1975
2024-06-29,22,Happier Than Ever - Billie Eilish
2024-06-29,23,Levitating - Dua Lipa
2024-06-30,0,Levitating - Dua Lipa
2024-06-30,0,Angel - The 1975
2024-06-30,1,Drivers License - Olivia Rodrigo
2024-06-30,1,Drivers License - Olivia Rodrigo
2024-06-30,1,Mr. Brightside - The Killers
2024-06-30,1,Blinding Lights - The Weeknd
2024-06-30,1,Blinding Lights - The Weeknd
2024-06-30,1,First Love / Late Spring - Mitski
2024-06-30,1,Kyoto - Phoebe Bridgers
2024-06-30,2,Motion Sickness - Phoebe Bridgers
2024-06-30,2,Roslyn - Bon Iver & St. Vincent
2024-06-30,2,Sinking Feeling - Weyes Blood
2024-06-30,3,Peaches - Justin Bieber
2024-06-30,3,Levitating - Dua Lipa
2024-06-30,3,Somebody That I Used to Know - Gotye
2024-06-30,3,Seventeen Going Under - Sam Fender
2024-06-30,3,First Love / Late Spring - Mitski
2024-06-30,3,Somebody That I Used to Know - Gotye
2024-06-30,3,Seventeen Going Under - Sam Fender
2024-06-30,4,Bohemian Rhapsody - Queen
2024-06-30,4,Kyoto - Phoebe Bridgers
2024-06-30,4,Seventeen Going Under - Sam Fender
2024-06-30,4,Mr. Brightside - The Killers
2024-06-30,4,Shape of You - Ed Sheeran
2024-06-30,4,Levitating - Dua Lipa
2024-06-30,4,Somebody That I Used to Know - Gotye
2024-06-30,4,Happier Than Ever - Billie Eilish
2024-06-30,4,Sinking Feeling - Weyes Blood
2024-06-30,5,Bohemian Rhapsody - Queen
2024-06-30,5,Angel - The 1975
2024-06-30,5,Bad Guy - Billie Eilish
2024-06-30,5,Roslyn - Bon Iver & St. Vincent
2024-06-30,5,Peaches - Justin Bieber
2024-06-30,6,Kyoto - Phoebe Bridgers
2024-06-30,6,Kyoto - Phoebe Bridgers
2024-06-30,8,Mr. Brightside - The Killers
2024-06-30,8,Angel - The 1975
2024-06-30,8,First Love / Late Spring - Mitski
2024-06-30,8,Motion Sickness - Phoebe Bridgers
2024-06-30,8,Blinding Lights - The Weeknd
2024-06-30,9,Somebody That I Used to Know - Gotye
2024-06-30,9,Rolling in the Deep - Adele
2024-06-30,9,Happier Than Ever - Billie Eilish
2024-06-30,9,Bad Guy - Billie Eilish
2024-06-30,9,Happier Than Ever - Billie Eilish
2024-06-30,9,Angel - The 1975
2024-06-30,10,Kyoto - Phoebe Bridgers
2024-06-30,10,Rolling in the Deep - Adele
2024-06-30,10,Blinding Lights - The Weeknd
2024-06-30,10,Happier Than Ever - Billie Eilish
2024-06-30,10,Happier Than Ever - Billie Eilish
2024-06-30,11,Seventeen Going Under - Sam Fender
2024-06-30,12,Roslyn - Bon Iver & St. Vincent
2024-06-30,12,Peaches - Justin Bieber
2024-06-30,12,Drivers License - Olivia Rodrigo
2024-06-30,12,First Love / Late Spring - Mitski
2024-06-30,12,Blinding Lights - The Weeknd
2024-06-30,12,Bohemian Rhapsody - Queen
2024-06-30,13,Kyoto - Phoebe Bridgers
2024-06-30,13,Seventeen Going Under - Sam Fender
2024-06-30,13,Bad Guy - Billie Eilish
2024-06-30,13,Kyoto - Phoebe Bridgers
2024-06-30,13,Rolling in the Deep - Adele
2024-06-30,14,Drivers License - Olivia Rodrigo
2024-06-30,14,Seventeen Going Under - Sam Fender
2024-06-30,15,Drivers License - Olivia Rodrigo
2024-06-30,15,Peaches - Justin Bieber
2024-06-30,15,Rolling in the Deep - Adele
2024-06-30,15,Motion Sickness - Phoebe Bridgers
2024-06-30,16,Shape of You - Ed Sheeran
2024-06-30,16,Peaches - Justin Bieber
2024-06-30,16,Sinking Feeling - Weyes Blood
2024-06-30,17,Bohemian Rhapsody - Queen
2024-06-30,17,First Love / Late Spring - Mitski
2024-06-30,17,Angel - The 1975
2024-06-30,17,Drivers License - Olivia Rodrigo
2024-06-30,17,Drivers License - Olivia Rodrigo
2024-06-30,18,Roslyn - Bon Iver & St. Vincent
2024-06-30,18,Sinking Feeling - Weyes Blood
2024-06-30,18,Angel - The 1975
2024-06-30,18,Retrograde - James Blake
2024-06-30,18,Seventeen Going Under - Sam Fender
2024-06-30,18,Drivers License - Olivia Rodrigo
2024-06-30,18,Levitating - Dua Lipa
2024-06-30,18,Bohemian Rhapsody - Queen
2024-06-30,18,Levitating - Dua Lipa
2024-06-30,18,Levitating - Dua Lipa
2024-06-30,19,Somebody That I Used to Know - Gotye
2024-06-30,19,Kyoto - Phoebe Bridgers
2024-06-30,19,Seventeen Going Under - Sam Fender
2024-06-30,19,Seventeen Going Under - Sam Fender
2024-06-30,19,Bad Guy - Billie Eilish
2024-06-30,20,Shape of You - Ed Sheeran
2024-06-30,20,Mr. Brightside - The Killers
2024-06-30,20,Bohemian Rhapsody - Queen
2024-06-30,20,Bohemian Rhapsody - Queen
2024-06-30,21,Levitating - Dua Lipa
2024-06-30,21,Rolling in the Deep - Adele
2024-06-30,21,Peaches - Justin Bieber
2024-06-30,21,Shape of You - Ed Sheeran
2024-06-30,21,Kyoto - Phoebe Bridgers
2024-06-30,21,Retrograde - James Blake
2024-06-30,21,Bohemian Rhapsody - Queen
2024-06-30,21,Seventeen Going Under - Sam Fender
2024-06-30,21,Blinding Lights - The Weeknd
2024-06-30,22,First Love / Late Spring - Mitski
2024-06-30,22,Drivers License - Olivia Rodrigo
2024-06-30,23,Kyoto - Phoebe Bridgers
2024-06-30,23,Mr. Brightside - The Killers
2024-06-30,23,Levitating - Dua Lipa
2024-06-30,23,Roslyn - Bon Iver & St. Vincent
2024-06-30,23,Seventeen Going Under - Sam Fender
2024-06-30,23,Drivers License - Olivia Rodrigo
2024-07-01,0,Mr. Brightside - The Killers
2024-07-01,0,Angel - The 1975
2024-07-01,0,Seventeen Going Under - Sam Fender
2024-07-01,1,Sinking Feeling - Weyes Blood
2024-07-01,1,Peaches - Justin Bieber
2024-07-01,1,Bad Guy - Billie Eilish
2024-07-01,1,Mr. Brightside - The Killers
2024-07-01,2,Levitating - Dua Lipa
2024-07-01,2,Angel - The 1975
2024-07-01,2,Kyoto - Phoebe Bridgers
2024-07-01,2,The Less I Know the Better - Tame Impala
2024-07-01,2,Bohemian Rhapsody - Queen
2024-07-01,2,Peaches - Justin Bieber
2024-07-01,2,Roslyn - Bon Iver & St. Vincent
2024-07-01,2,Sinking Feeling - Weyes Blood
2024-07-01,2,Somebody That I Used to Know - Gotye
2024-07-01,3,Shape of You - Ed Sheeran
2024-07-01,3,The Less I Know the Better - Tame Impala
2024-07-01,3,Levitating - Dua Lipa
2024-07-01,3,Bohemian Rhapsody - Queen
2024-07-01,3,Rolling in the Deep - Adele
2024-07-01,4,Seventeen Going Under - Sam Fender
2024-07-01,5,Sinking Feeling - Weyes Blood
2024-07-01,5,Bohemian Rhapsody - Queen
2024-07-01,5,Happier Than Ever - Billie Eilish
2024-07-01,5,Angel - The 1975
2024-07-01,5,Mr. Brightside - The Killers
2024-07-01,6,Happier Than Ever - Billie Eilish
2024-07-01,6,Bad Guy - Billie Eilish
2024-07-01,6,Kyoto - Phoebe Bridgers
2024-07-01,6,Bad Guy - Billie Eilish
2024-07-01,6,Kyoto - Phoebe Bridgers
2024-07-01,6,Bohemian Rhapsody - Queen
2024-07-01,6,The Less I Know the Better - Tame Impala
2024-07-01,6,Peaches - Justin Bieber
2024-07-01,7,Bad Guy - Billie Eilish
2024-07-01,7,Peaches - Justin Bieber
2024-07-01,7,Blinding Lights - The Weeknd
2024-07-01,7,Blinding Lights - The Weeknd
2024-07-01,7,Rolling in the Deep - Adele
2024-07-01,8,Retrograde - James Blake
2024-07-01,8,Retrograde - James Blake
2024-07-01,8,The Less I Know the Better - Tame Impala
2024-07-01,8,Roslyn - Bon Iver & St. Vincent
2024-07-01,8,Roslyn - Bon Iver & St. Vincent
2024-07-01,8,Bad Guy - Billie Eilish
2024-07-01,9,The Less I Know the Better - Tame Impala
2024-07-01,9,Kyoto - Phoebe Bridgers
2024-07-01,9,Angel - The 1975
2024-07-01,10,Roslyn - Bon Iver & St. Vincent
2024-07-01,10,Happier Than Ever - Billie Eilish
2024-07-01,10,Drivers License - Olivia Rodrigo
2024-07-01,10,Bad Guy - Billie Eilish
2024-07-01,11,Kyoto - Phoebe Bridgers
2024-07-01,11,Bohemian Rhapsody - Queen
2024-07-01,11,Rolling in the Deep - Adele
2024-07-01,11,Motion Sickness - Phoebe Bridgers
2024-07-01,11,Angel - The 1975
2024-07-01,12,Kyoto - Phoebe Bridgers
2024-07-01,12,Angel - The 1975
2024-07-01,12,Sinking Feeling - Weyes Blood
2024-07-01,13,The Less I Know the Better - Tame Impala
2024-07-01,13,Retrograde - James Blake
2024-07-01,13,Roslyn - Bon Iver & St. Vincent
2024-07-01,13,Motion Sickness - Phoebe Bridgers
2024-07-01,13,Motion Sickness - Phoebe Bridgers
2024-07-01,13,Happier Than Ever - Billie Eilish
2024-07-01,14,Bohemian Rhapsody - Queen
2024-07-01,14,Drivers License - Olivia Rodrigo
2024-07-01,14,Roslyn - Bon Iver & St. Vincent
2024-07-01,14,Angel - The 1975
2024-07-01,15,Levitating - Dua Lipa
2024-07-01,15,Somebody That I Used to Know - Gotye
2024-07-01,15,Rolling in the Deep - Adele
2024-07-01,15,Drivers License - Olivia Rodrigo
2024-07-01,15,Roslyn - Bon Iver & St. Vincent
2024-07-01,15,Kyoto - Phoebe Bridgers
2024-07-01,15,Shape of You - Ed Sheeran
2024-07-01,16,Retrograde - James Blake
2024-07-01,16,Kyoto - Phoebe Bridgers
2024-07-01,16,Rolling in the Deep - Adele
2024-07-01,16,Retrograde - James Blake
2024-07-01,16,Blinding Lights - The Weeknd
2024-07-01,16,Blinding Lights - The Weeknd
2024-07-01,17,Seventeen Going Under - Sam Fender
2024-07-01,17,Levitating - Dua Lipa
2024-07-01,18,Motion Sickness - Phoebe Bridgers
2024-07-01,18,Retrograde - James Blake
2024-07-01,18,Bad Guy - Billie Eilish
2024-07-01,18,Kyoto - Phoebe Bridgers
2024-07-01,19,Mr. Brightside - The Killers
2024-07-01,19,Drivers License - Olivia Rodrigo
2024-07-01,19,Blinding Lights - The Weeknd
2024-07-01,19,First Love / Late Spring - Mitski
2024-07-01,19,Blinding Lights - The Weeknd
2024-07-01,19,Bad Guy - Billie Eilish
2024-07-01,20,Peaches - Justin Bieber
2024-07-01,20,Mr. Brightside - The Killers
2024-07-01,20,Motion Sickness - Phoebe Bridgers
2024-07-01,20,Shape of You - Ed Sheeran
2024-07-01,20,Rolling in the Deep - Adele
2024-07-01,20,Angel - The 1975
2024-07-01,21,Angel - The 1975
2024-07-01,21,Peaches - Justin Bieber
2024-07-01,21,Roslyn - Bon Iver & St. Vincent
2024-07-01,21,Levitating - Dua Lipa
2024-07-01,21,Retrograde - James Blake
2024-07-01,22,Bad Guy - Billie Eilish
2024-07-01,22,Motion Sickness - Phoebe Bridgers
2024-07-01,22,Drivers License - Olivia Rodrigo
2024-07-01,22,Bohemian Rhapsody - Queen
2024-07-01,22,First Love / Late Spring - Mitski
2024-07-01,23,Sinking Feeling - Weyes Blood
2024-07-01,23,Levitating - Dua Lipa
2024-07-01,23,Shape of You - Ed Sheeran
2024-07-01,23,Seventeen Going Under - Sam Fender
2024-07-02,0,Bad Guy - Billie Eilish
2024-07-02,0,Bad Guy - Billie Eilish
2024-07-02,0,Drivers License - Olivia Rodrigo
2024-07-02,0,Motion Sickness - Phoebe Bridgers
2024-07-02,0,Retrograde - James Blake
2024-07-02,0,Angel - The 1975
2024-07-02,0,Somebody That I Used to Know - Gotye
2024-07-02,0,First Love / Late Spring - Mitski
2024-07-02,0,Motion Sickness - Phoebe Bridgers
2024-07-02,0,Angel - The 1975
2024-07-02,0,Bad Guy - Billie Eilish
2024-07-02,0,Kyoto - Phoebe Bridgers
2024-07-02,1,Roslyn - Bon Iver & St. Vincent
2024-07-02,1,Drivers License - Olivia Rodrigo
2024-07-02,1,Angel - The 1975
2024-07-02,1,Motion Sickness - Phoebe Bridgers
2024-07-02,2,Mr. Brightside - The Killers
2024-07-02,2,Seventeen Going Under - Sam Fender
2024-07-02,2,Mr. Brightside - The Killers
2024-07-02,2,Shape of You - Ed Sheeran
2024-07-02,2,Shape of You - Ed Sheeran
2024-07-02,2,Drivers License - Olivia Rodrigo
2024-07-02,3,Roslyn - Bon Iver & St. Vincent
2024-07-02,4,Happier Than Ever - Billie Eilish
2024-07-02,4,Bad Guy - Billie Eilish
2024-07-02,4,Rolling in the Deep - Adele
2024-07-02,4,Bad Guy - Billie Eilish
2024-07-02,5,Retrograde - James Blake
2024-07-02,5,Roslyn - Bon Iver & St. Vincent
2024-07-02,5,First Love / Late Spring - Mitski
2024-07-02,6,Blinding Lights - The Weeknd
2024-07-02,6,Roslyn - Bon Iver & St. Vincent
2024-07-02,6,Motion Sickness - Phoebe Bridgers
2024-07-02,7,Drivers License - Olivia Rodrigo
2024-07-02,7,Drivers License - Olivia Rodrigo
2024-07-02,7,Motion Sickness - Phoebe Bridgers
2024-07-02,7,First Love / Late Spring - Mitski
2024-07-02,8,Happier Than Ever - Billie Eilish
2024-07-02,8,Rolling in the Deep - Adele
2024-07-02,8,Sinking Feeling - Weyes Blood
2024-07-02,9,Angel - The 1975
2024-07-02,9,The Less I Know the Better - Tame Impala
2024-07-02,9,Shape of You - Ed Sheeran
2024-07-02,9,Seventeen Going Under - Sam Fender
2024-07-02,9,The Less I Know the Better - Tame Impala
2024-07-02,9,Retrograde - James Blake
2024-07-02,10,Happier Than Ever - Billie Eilish
2024-07-02,10,Sinking Feeling - Weyes Blood
2024-07-02,10,Roslyn - Bon Iver & St. Vincent
2024-07-02,10,Motion Sickness - Phoebe Bridgers
2024-07-02,10,First Love / Late Spring - Mitski
2024-07-02,10,Peaches - Justin Bieber
2024-07-02,10,Roslyn - Bon Iver & St. Vincent
2024-07-02,11,Seventeen Going Under - Sam Fender
2024-07-02,11,Somebody That I Used to Know - Gotye
2024-07-02,11,Kyoto - Phoebe Bridgers
2024-07-02,11,Seventeen Going Under - Sam Fender
2024-07-02,11,Angel - The 1975
2024-07-02,11,Happier Than Ever - Billie Eilish
2024-07-02,11,Roslyn - Bon Iver & St. Vincent
2024-07-02,12,Levitating - Dua Lipa
2024-07-02,12,Roslyn - Bon Iver & St. Vincent
2024-07-02,12,Shape of You - Ed Sheeran
2024-07-02,13,Shape of You - Ed Sheeran
2024-07-02,13,Rolling in the Deep - Adele
2024-07-02,13,Shape of You - Ed Sheeran
2024-07-02,13,Somebody That I Used to Know - Gotye
2024-07-02,13,Shape of You - Ed Sheeran
2024-07-02,13,Happier Than Ever - Billie Eilish
2024-07-02,13,Retrograde - James Blake
2024-07-02,14,First Love / Late Spring - Mitski
2024-07-02,14,Happier Than Ever - Billie Eilish
2024-07-02,14,Blinding Lights - The Weeknd
2024-07-02,14,The Less I Know the Better - Tame Impala
2024-07-02,15,Roslyn - Bon Iver & St. Vincent
2024-07-02,15,Retrograde - James Blake
2024-07-02,15,Peaches - Justin Bieber
2024-07-02,15,Bad Guy - Billie Eilish
2024-07-02,16,Blinding Lights - The Weeknd
2024-07-02,16,Seventeen Going Under - Sam Fender
2024-07-02,16,Roslyn - Bon Iver & St. Vincent
2024-07-02,16,Somebody That I Used to Know - Gotye
2024-07-02,16,Angel - The 1975
2024-07-02,16,Seventeen Going Under - Sam Fender
2024-07-02,16,Peaches - Justin Bieber
2024-07-02,17,Peaches - Justin Bieber
2024-07-02,17,Shape of You - Ed Sheeran
2024-07-02,17,Blinding Lights - The Weeknd
2024-07-02,17,Rolling in the Deep - Adele
2024-07-02,17,Sinking Feeling - Weyes Blood
2024-07-02,17,Retrograde - James Blake
2024-07-02,17,Bohemian Rhapsody - Queen
2024-07-02,17,Blinding Lights - The Weeknd
2024-07-02,18,Happier Than Ever - Billie Eilish
2024-07-02,18,Levitating - Dua Lipa
2024-07-02,18,Sinking Feeling - Weyes Blood
2024-07-02,19,Bohemian Rhapsody - Queen
2024-07-02,19,Shape of You - Ed Sheeran
2024-07-02,19,Retrograde - James Blake
2024-07-02,19,Bad Guy - Billie Eilish
2024-07-02,19,Motion Sickness - Phoebe Bridgers
2024-07-02,19,First Love / Late Spring - Mitski
2024-07-02,20,Retrograde - James Blake
2024-07-02,20,Happier Than Ever - Billie Eilish
2024-07-02,20,Shape of You - Ed Sheeran
2024-07-02,20,Levitating - Dua Lipa
2024-07-02,20,Sinking Feeling - Weyes Blood
2024-07-02,20,Happier Than Ever - Billie Eilish
2024-07-02,20,Retrograde - James Blake
2024-07-02,20,Shape of You - Ed Sheeran
2024-07-02,20,Seventeen Going Under - Sam Fender
2024-07-02,20,Kyoto - Phoebe Bridgers
2024-07-02,20,Angel - The 1975
2024-07-02,21,Shape of You - Ed Sheeran
2024-07-02,21,Peaches - Justin Bieber
2024-07-02,21,Drivers License - Olivia Rodrigo
2024-07-02,21,First Love / Late Spring - Mitski
2024-07-02,21,Sinking Feeling - Weyes Blood
2024-07-02,21,Mr. Brightside - The Killers
2024-07-02,22,Roslyn - Bon Iver & St. Vincent
2024-07-02,22,Drivers License - Olivia Rodrigo
2024-07-02,23,Levitating - Dua Lipa
2024-07-02,23,Mr. Brightside - The Killers
2024-07-02,23,Somebody That I Used to Know - Gotye
2024-07-02,23,Blinding Lights - The Weeknd
2024-07-03,0,Happier Than Ever - Billie Eilish
2024-07-03,0,Drivers License - Olivia Rodrigo
2024-07-03,0,Retrograde - James Blake
2024-07-03,0,Bohemian Rhapsody - Queen
2024-07-03,0,Peaches - Justin Bieber
2024-07-03,0,Retrograde - James Blake
2024-07-03,0,Peaches - Justin Bieber
2024-07-03,0,Peaches - Justin Bieber
2024-07-03,0,The Less I Know the Better - Tame Impala
2024-07-03,1,Peaches - Justin Bieber
2024-07-03,1,First Love / Late Spring - Mitski
2024-07-03,1,First Love / Late Spring - Mitski
2024-07-03,1,Retrograde - James Blake
2024-07-03,2,Happier Than Ever - Billie Eilish
2024-07-03,2,Happier Than Ever - Billie Eilish
2024-07-03,2,First Love / Late Spring - Mitski
2024-07-03,3,Bad Guy - Billie Eilish
2024-07-03,3,Bad Guy - Billie Eilish
2024-07-03,4,Somebody That I Used to Know - Gotye
2024-07-03,4,Angel - The 1975
2024-07-03,4,Sinking Feeling - Weyes Blood
2024-07-03,4,Seventeen Going Under - Sam Fender
2024-07-03,4,Happier Than Ever - Billie Eilish
2024-07-03,4,Kyoto - Phoebe Bridgers
2024-07-03,4,First Love / Late Spring - Mitski
2024-07-03,5,Levitating - Dua Lipa
2024-07-03,5,Rolling in the Deep - Adele
2024-07-03,5,Sinking Feeling - Weyes Blood
2024-07-03,5,Shape of You - Ed Sheeran
2024-07-03,5,Rolling in the Deep - Adele
2024-07-03,5,Drivers License - Olivia Rodrigo
2024-07-03,6,Happier Than Ever - Billie Eilish
2024-07-03,6,Sinking Feeling - Weyes Blood
2024-07-03,6,The Less I Know the Better - Tame Impala
2024-07-03,6,Happier Than Ever - Billie Eilish
2024-07-03,7,Rolling in the Deep - Adele
2024-07-03,7,Roslyn - Bon Iver & St. Vincent
2024-07-03,7,Angel - The 1975
2024-07-03,8,Levitating - Dua Lipa
2024-07-03,8,Bohemian Rhapsody - Queen
2024-07-03,8,The Less I Know the Better - Tame Impala
2024-07-03,8,Motion Sickness - Phoebe Bridgers
2024-07-03,8,Bohemian Rhapsody - Queen
2024-07-03,8,Angel - The 1975
2024-07-03,8,Mr. Brightside - The Killers
2024-07-03,9,Somebody That I Used to Know - Gotye
2024-07-03,9,Angel - The 1975
2024-07-03,9,Somebody That I Used to Know - Gotye
2024-07-03,9,Peaches - Justin Bieber
2024-07-03,9,The Less I Know the Better - Tame Impala
2024-07-03,9,Sinking Feeling - Weyes Blood
2024-07-03,10,Bohemian Rhapsody - Queen
2024-07-03,10,Shape of You - Ed Sheeran
2024-07-03,10,Mr. Brightside - The Killers
2024-07-03,11,Roslyn - Bon Iver & St. Vincent
2024-07-03,11,Levitating - Dua Lipa
2024-07-03,11,Motion Sickness - Phoebe Bridgers
2024-07-03,11,Seventeen Going Under - Sam Fender
2024-07-03,12,Blinding Lights - The Weeknd
2024-07-03,12,Shape of You - Ed Sheeran
2024-07-03,12,Bad Guy - Billie Eilish
2024-07-03,13,Seventeen Going Under - Sam Fender
2024-07-03,13,Happier Than Ever - Billie Eilish
2024-07-03,13,Sinking Feeling - Weyes Blood
